Date,Content,Name,Rating
10/26/2018,Till the games I have seen this is the best game,Sadiya shaikh,5
10/26/2018,I love theis game,,5
10/26/2018,it's very interesting I love it . it seems to be real . I want to thank supercell for this game. guys these game is very cool,,5
10/26/2018,World best game I love it No any game is better than it,,5
10/26/2018,I love this game so much,Samad Haque,5
10/26/2018,Good,JEYA CHANDRAN,5
10/26/2018,My favourate game in the world i love coc .................,Dinesh Kumar,5
10/26/2018,Need Bangladesh flag,Problem Solution,5
10/26/2018,It is very nice game,anshu agarwal,5
10/26/2018,I am play this game for 7 years I am in town hall 12 I am in legend league,,5
10/26/2018,I am play this game for 7 years I am in town hall 12 I am in legend league,,5
10/26/2018,Nice game,,5
10/26/2018,Very good,,5
10/26/2018,Super game,,5
10/26/2018,Very good👑👑👑👑😇😇😇😇,azhar shaikh,5
10/26/2018,Awesome,kumaravel pandiyan,5
10/26/2018,CLASH OF CLANS IS WONDERFUL STRATEGY GAME.I REQUEST SUPERCELL TO MAKE THE GAME MORE BETTER. I LOVE PLAYING IT,Nixon George,5
10/26/2018,Its a good game to play with other people,,5
10/26/2018,Ghatiya,Dev chugh,1
10/26/2018,Only coc,,5
10/26/2018,Super,,5
10/26/2018,Its awsome game i love it,,5
10/26/2018,You would not fed away after starting playing it,,5
10/26/2018,very nice game I like it,,5
10/26/2018,World best game,Yash Dubey,5
10/26/2018,No one can beat PUBG!,,1
10/26/2018,Addicted bt time taking,,4
10/26/2018,Nice game,Amit Rana,5
10/26/2018,Good,,5
10/26/2018,I love it,,5
10/26/2018,I think I have un limited version,,5
10/26/2018,It is best game in the world,,5
10/26/2018,Outstanding,,5
10/26/2018,Play,aman birua,5
10/26/2018,Best gam 😊,,5
10/26/2018,Nice game,SURAJ P,5
10/26/2018,nice game,,4
10/26/2018,I love this game,Muqeem Bisati,5
10/26/2018,It's just ok and simple,Arthur Middleton,3
10/26/2018,Oooooooo,,5
10/26/2018,IT'S AMAZING!!!!!!!!!!!!!!!!!!!!!!!!!!,devins VIDeOs,5
10/26/2018,Very good,,5
10/26/2018,Most time pass,Mansoor Star,5
10/26/2018,It is awesome,,5
10/26/2018,I'm th8 moving up to th9 join my clan NAGA ANTICS THANKZZZ,мιиχ zzz,5
10/26/2018,superr,,5
10/26/2018,Brain games with fun,Ashok Srivastava,5
10/26/2018,grt,MD Sifat,5
10/26/2018,Awesome game,,5
10/26/2018,To gud😎,,5
10/26/2018,The coc is the world best game,,5
10/26/2018,Super I am interested completely,Lattupalli Balnari,5
10/26/2018,Good game,vedant technical all chanl Vasani,5
10/26/2018,Bla bla bla.....,,5
10/26/2018,My life's wrost game,,1
10/26/2018,Coc is BEST,,5
10/26/2018,Its oks games,Dharmendra Singh Thakur,5
10/26/2018,Graphic is boar in,game hacker,5
10/26/2018,😔😔,Shaily Jabin,4
10/26/2018,Bogor accha,,5
10/26/2018,A good game a good graphics but so hard but very interested 🤘🤘,Palani Sack,4
10/26/2018,It's gust time passs,,3
10/26/2018,Good game,,5
10/26/2018,Medium,Shailja Dhiman,5
10/26/2018,This is a one problem they are delete account and forget password,,5
10/26/2018,Ok,,3
10/26/2018,"It is very addictive game and it is very hard game too,",jez ran,5
10/26/2018,Nice grams,Pravin Dhantole,5
10/26/2018,wonderful,,5
10/26/2018,Awesome game I liked it,,5
10/26/2018,Very nice game,,5
10/26/2018,Goood,Taraneh Afsar,5
10/26/2018,Awsome,My XO XO,5
10/26/2018,Nice one game i ever seen,,5
10/26/2018,Like it,,5
10/26/2018,very very very worst game,ramachandra biswal,1
10/26/2018,Make another hero for tawn hall 6 or 7,Giannos Xystras,5
10/26/2018,I love CoC,Mahidul Islam Pony,5
10/26/2018,its awesm,Shashank Sharma,5
10/26/2018,"One of the best games ever made. A fascinating experience . When we download this game we also get included in a very big clash community. Just fun ,freshness and amusement.",,5
10/26/2018,COC IS MY FAVOURITE GAME,,5
10/26/2018,Join my clan named #QCLLPPYV. A lvl 7 clan with full of donation. If you wanna join then join without thinking... love the update and want to be a th 11... . .,Arun teltia,5
10/26/2018,nice,,5
10/26/2018,It is very good game,,5
10/26/2018,Clash of clan is a legendry game,,5
10/26/2018,It is an adventure game....,,5
10/26/2018,This is very very good....I love this game...this is my favorite gama....!!,,5
10/26/2018,Nicr,Joyce Kim,5
10/26/2018,Nice game,,5
10/26/2018,This is a Top game,dx tanvir,5
10/26/2018,Good game nice to play this game this game is very interesting and not have so much gratis,Salil Tandon,5
10/26/2018,This game is absolutely good,,4
10/26/2018,Love u games,Bipul Das,5
10/26/2018,Osem game,,5
10/26/2018,Response for all players and think about Extradinary updates,Vichu Moni,4
10/26/2018,Super,Sakunthala Kalaivani,5
10/26/2018,Don't forget to sign in your progress by going in the setting all of supercell games are good except clash royale,Manoj Agarwal,5
10/26/2018,Really nice game but speed of upgrads is slow.but it is nice game,,5
10/26/2018,Excellent game,meena dwivedi,5
10/26/2018,😘😘😘😘😘😘,,5
10/26/2018,This game is the best top crossing game in the world.,,5
10/26/2018,Awesome game no problem,lavanya Sankar,5
10/26/2018,Very nice game coc,,5
10/26/2018,Good.well developed,,1
10/26/2018,My favourite game,,5
10/26/2018,Pritam,,5
10/26/2018,Best game,Ashok Kumar,5
10/26/2018,It is a good game,,5
10/26/2018,COC is very very good game... Its very too much good. I like wars.... Long lasting game 😊. All players are waiting for new updates and waiting for new troops. All peoples are very exited before update of coc.,Royal stars Gaming,5
10/26/2018,Good😕😕😕😕,Hero's biography,5
10/26/2018,I like this game,Abhishek Krishali,5
10/26/2018,Good game,,1
10/26/2018,Ridham samghal,,5
10/26/2018,awesome game,subindu chakma,5
10/26/2018,This is very good game.,Gaurav Shrestha,5
10/26/2018,it is good,,5
10/26/2018,"Super interesting, addictive",,4
10/26/2018,It's crazy mind blowing,Goldmine Telefilms,5
10/26/2018,this game us altimate and more thrill and compare with any game,Praveen Jeesu,5
10/26/2018,Super game,gôpâľ 77,5
10/26/2018,The new Halloween updated dinent download,,4
10/26/2018,This is the most old traindding games for all players in the world,,5
10/26/2018,Time wasting game,Bibek Bhattacharya,1
10/26/2018,Best strategy game,FORTNITE PAGAL,5
10/26/2018,Addicted,,4
10/26/2018,Awesome game in super cell in this a biggest fact was hidden it is only fifteen(15)peoples work for the game coc,,5
10/26/2018,i think every children should play this game this game is very interesting and very funny game thanks,,5
10/26/2018,Nice,,5
10/26/2018,loved it and new updates are coming which is good,pankaj kumar khatuwala,5
10/26/2018,Lovely game to play online,Gowtham Karthi,4
10/26/2018,Best game ever since I was 6,,5
10/26/2018,Its lit bruh love it its the best game i have on my phone,Naim Ibraj,5
10/26/2018,Nice,Kanak Solanki,5
10/26/2018,king,,5
10/26/2018,Beautiful,,5
10/26/2018,What's a amazing game I like it most and i like strategy game supercell should improve it more give us a gift as th13 to th25 so we will more excited to complete this game .............over.................. ...........😀😀😀.............,,5
10/26/2018,"Waste of time, why I'm saying means I played this game for five years with th 9 maxed base.But one day some one hacked my account and I didn't get back it.Im requested supercell to find my account and give it to me.........",Bharath Bharath,1
10/26/2018,I like only those one,Manish Mishra,5
10/26/2018,OK ok,Pardeep Kumar Nishad,4
10/26/2018,I like coc I love coc is the world best game,krishna garg,5
10/26/2018,Best gsme ever,,5
10/26/2018,It is best game,Royal WORLD,5
10/26/2018,I love it,,5
10/26/2018,Best game for all.,sajjad kizhuvilam,5
10/26/2018,I loved this game too much,king gamer,5
10/26/2018,Nice game,,5
10/26/2018,COC is nice than PUBG,Prince Mathew,5
10/26/2018,Super,,5
10/26/2018,Fabulous,Nikhil Sonar,5
10/26/2018,In the world no one can did not like this because it is so enjoyable game,,5
10/26/2018,no.1 game,,5
10/26/2018,THIS IS BEST GAME IS TIME PASS SUPERB GAME 😁😁😁😁I LOVE COC HE GAME TIMEPASS GAME,Swayam Parmar,4
10/26/2018,we new player not cover your new update so please new update time select 6 month,,4
10/26/2018,Fantastic game,,5
10/26/2018,This game is awesome,,5
10/26/2018,Nice game I loved this game This more usefull😎😎😎😎,,5
10/26/2018,Good,sk sultan,5
10/26/2018,I love it,,5
10/26/2018,&quot;Hey supercell. I was trying since several months to login my th 7 account via supercell id. But im not able to get the verification code. I reported you many times. I tried hard to contact you but it was waste. You dont respond to any of my requests. When I tried to login through supercell id it gets failed and ill get a mail that someone attempted to login into my account. But i dont get my code . Please fix my problem or i will quit fron this game. THANK YOU&quot;,nani shiva,1
10/26/2018,Good game,SHUBHAM SHARMA,5
10/26/2018,Vera level,,4
10/26/2018,IAM lover of coc it is very amazing game I loved it,Yash Deep,5
10/26/2018,Nice,,5
10/26/2018,better to not give update,,5
10/26/2018,Good👍,,5
10/26/2018,Great game osm,,5
10/26/2018,Awesome Game,,5
10/26/2018,It is good game,,5
10/26/2018,3 quelt game,,1
10/26/2018,Conan,Anand Shukla,5
10/26/2018,Best game,,5
10/26/2018,Bad game,NARENDRA SINGH,1
10/26/2018,اللعبة وقحة الكل بحكي كلمات وسخة و بعمل إبلاغ بصيرش اشي,Bade Tareef,1
10/26/2018,Best game i like this game,Navtej Aulakh,5
10/26/2018,A great game,,5
10/26/2018,Khub sari game 6,Dhiru Solanki,5
10/26/2018,Good game,ORAON,5
10/26/2018,I thinks it is good,,3
10/26/2018,Pl coc give me 1 crode gold,Bhimsain Bansal,5
10/26/2018,It is good It is good,chandi thakur thakur,5
10/26/2018,It is the game with high graphics & of plan,King Channel,5
10/26/2018,It destroys my WiFi connection. I am on LG Leon. PLEASE HELP!,TrisTCM TheChangingMinecart,5
10/26/2018,No thinks,veer bahadur yadav,5
10/26/2018,GREAT,,5
10/26/2018,Loved it,saritha popuri,5
10/26/2018,Superb graphics and timekiller game,Hirdaycool 2001,5
10/26/2018,nice games,,5
10/26/2018,I have words,bala sesu,5
10/26/2018,Bahot sahi,,5
10/26/2018,That I love you so much for the first time in the world of the most of the most popular games on it and the family of the most popularity in my life,,5
10/26/2018,A great game of world Clash of Clans is a very good game of India it is one game And troops it is very fantastic game package is a very strong troops,manish Bhadani,5
10/26/2018,Exelent,,5
10/26/2018,Make more army,Mohd Faez,5
10/26/2018,Forcing us to update the app is not good at all,Khalil Mebarki,2
10/26/2018,SOHAM DILIP THETE,Kavita Thete,5
10/26/2018,Excellent,lenng balatu,5
10/26/2018,I love it clash of clans games,,5
10/26/2018,This is good,,5
10/26/2018,Nice game,gaurav tholiya,5
10/26/2018,Good geme,,3
10/26/2018,Superb game ever,,5
10/26/2018,Nice gsme,NISHI DHAL,5
10/26/2018,All games are best game is coc,,5
10/26/2018,Nys game,Sarath Dilu,5
10/26/2018,👍,,5
10/26/2018,good 😃,,5
10/26/2018,Semma,A Soundarapandiyan,5
10/26/2018,very good graphics and many more,Ramesh kukadiya,3
10/26/2018,Best game ever Love it,Purushottam Bhanushali,5
10/26/2018,Good game,,5
10/26/2018,I like clash of clans,Mahendra Soni,5
10/26/2018,Bad,Poorna Dj,1
10/26/2018,SuoEr,muruges ammu,5
10/26/2018,Nice,Debashis Khan,5
10/26/2018,I like it so much I am playing this since April I was the best game that I like ever in game time,,5
10/26/2018,It is fun,,5
10/26/2018,Good Game,THE GAMER BOYS,5
10/26/2018,Nice game,Sunil Bhadarage,5
10/26/2018,Very interesting game,,5
10/26/2018,It is so wonderful game,,5
10/26/2018,I love the game EAST OR WEST IN GAME CLASH OF CLANS IS BEST 😀☺😊😊😊,CLASH WITH RAJUL,5
10/26/2018,Awesomeness,,5
10/26/2018,Very serious,,5
10/26/2018,I like this game,,5
10/26/2018,BEST GAME EVER THAT I PALYED IN MY LIFE ...😊😊... BUT I ALSO PLAY PUBG WHICH IS BETTER THAN THIS GAME😍😍😍 .. BUT NOW MY DESION IS CHANGED CLASH (COC) IS BETTER THAN ALL OTHERS GAMES IN THE WHOLE WORLD,HARSH JEET SINGH CHAHAL WALA,5
10/26/2018,This game is very good I think,,5
10/26/2018,Hi,,5
10/26/2018,This game is so fun download it now,Briell Mccarroll,5
10/26/2018,Nnc,,5
10/26/2018,Awesome! Great time killer. It is just like drug.,,4
10/26/2018,Jayagantha,jaya vel,5
10/26/2018,_____😎😎😎,,5
10/26/2018,Ilove this game,Jen Saguban,5
10/26/2018,Fantastic,,5
10/26/2018,Fantastic game.I love this game.This is my favourite game compared to all games,mohak n,5
10/26/2018,Ygood,,5
10/26/2018,thii is amazing,,5
10/26/2018,Good game,,5
10/26/2018,Best game I have ever played.,ANMOL Shokeen,5
10/26/2018,Good,bhabani sharma,4
10/26/2018,nice very good,SureeSH Kumar,5
10/26/2018,Best game of the world,,5
10/26/2018,Very nice and intresting🌹🌺🌸,,5
10/26/2018,Eit the first half round and of the first half of the 1,,5
10/26/2018,"THIS GAME USE TO ROOOOOOOCK!!! SINCE THE NEW UPDATE, THIS GAME SUCKS AND MOST PLAYERS ARE QUITTING!!! :(",Michael Amato,5
10/26/2018,I love this game,,5
10/26/2018,Can you guys add a Tongan flag that would be great🇹🇴🇹🇴🇹🇴🇹🇴🇹🇴🇹🇴🇹🇴,Nafedogg,5
10/26/2018,Vara level,Magesh Kumar,5
10/26/2018,Nice game,,5
10/26/2018,Good game,,5
10/26/2018,So flop,Smit Manjarekar,1
10/26/2018,Its nice So super,,5
10/26/2018,I deleted the game because the update is no coming and one day i get a good news the news is clash of clans new update and new features the features are town hall can attack and electro dragon thank you for the update,,5
10/26/2018,ভালো game,Deep Adhikary,5
10/26/2018,Very good 🎮,latha john,5
10/26/2018,This game is history,,5
10/26/2018,Super game mind game,,5
10/26/2018,It is good,praveen Kumar,5
10/26/2018,Woww!! Thats new update is so beautiful and so better from older....thnx bro 😎,AK techniCAL,4
10/26/2018,Nice,,5
10/26/2018,This game is super i love it,Shem Raikhan,5
10/26/2018,This game is the best in the world,Anudini Moodliar,5
10/26/2018,Nice geam,Rakesh Bangal,5
10/26/2018,Very nice,,5
10/26/2018,Love this game,,5
10/26/2018,Make this ofline game,,5
10/26/2018,I love this game,Brent Blyseth,5
10/26/2018,Sultan khan lucky,,5
10/26/2018,Nice,Arun Aakash,5
10/26/2018,Love it,Kingsley Devaprasad,5
10/26/2018,best games,TUSHAR KASHYAP,5
10/26/2018,Supper,,5
10/26/2018,Beautiful game,Soumen Adak,5
10/26/2018,I like it,,5
10/26/2018,Best game after gareena free fire,,5
10/26/2018,Very nice game,,5
10/26/2018,"It's ok, very slow",C,3
10/26/2018,No 1 game in world history remember the game,,5
10/26/2018,Good,Ginka Rajesh,5
10/26/2018,This is a good game,,5
10/26/2018,Awesome,Heartless,5
10/26/2018,Raj. Smartphone.123r56u80,,5
10/26/2018,Adventurous game,Royal UJJAWAL Royal UJJAWAL,5
10/26/2018,Loved the game but the new updates will not download on my phone,Chelsie Auen,3
10/26/2018,I love this game,A Google User,5
10/26/2018,G.K.Rithish,,5
10/26/2018,Very nice,king of clash rj,5
10/26/2018,Superbg,Atharva holey,5
10/26/2018,awesome,balan manavalan,5
10/26/2018,Very nice game,Ganapathi Bhat,5
10/26/2018,Very nice game,Ganapathi Bhat,5
10/26/2018,Super,Dhanush Logistics,5
10/26/2018,Good Gam,Ashishkhan Pathan,5
10/26/2018,Its amazing game,Shahbaz Khan,5
10/26/2018,Very very very nice game,,5
10/26/2018,I will ban your company supercel mc bc you are cheater no 1 not play coc,Yash Rock,1
10/26/2018,Good,,5
10/26/2018,It is very hard and easy long time game,,5
10/26/2018,Nice,,5
10/26/2018,Oggy,Thythy8515 Thythy8515,5
10/26/2018,My felling good,Anandhu Prakash,5
10/26/2018,Best game,,5
10/26/2018,Nice,,5
10/26/2018,Very interesting and what a great game play totally very nice,Rajath Chinnu,5
10/26/2018,Great,,5
10/26/2018,Charshi game Hy,MOHD ZEESHAN,5
10/26/2018,muy buien,,5
10/26/2018,Best,,5
10/26/2018,best game ever,,5
10/26/2018,THANKS SUPERCELL FOR LAUNCHING TH12 NOW I AM WAITING FOR TH13 😘😘,DAILY CRICKET NEWS AND HIGHLIGHTS,5
10/26/2018,Bekar game,,2
10/26/2018,Good,,2
10/26/2018,Bur chod tera khandan ka bociera,Pratibha Singh,5
10/26/2018,Love it,,5
10/26/2018,I like fish,,5
10/26/2018,Its awesome online game,nold reposar,5
10/26/2018,Addicted game,Rahul Kumar sinha,5
10/26/2018,Super game,,5
10/26/2018,Thank you for coc best game i like,,5
10/26/2018,Awesome,Dhanaji Jadhav,5
10/26/2018,It's gtapldethimetical that can which flow hoa,Rojin Issac Issac,4
10/26/2018,Very addictive game,ONE WAY,5
10/26/2018,Hi,Sonika gupta,5
10/26/2018,the best game i have ever played on android,Gaming Adda,5
10/26/2018,This game is fabulous.,Naofel Hasan,5
10/26/2018,wow amazing game for fun,,5
10/26/2018,I think this game is very good and I have acomplineI have lost my previous village name sayantika please return me my village,,5
10/26/2018,GOD OF GOOD,ABHI YUVA,5
10/26/2018,Oh ma,,5
10/26/2018,Very bad game,,1
10/26/2018,GOD OF GOOD,ABHI YUVA,5
10/26/2018,Oh ma,,5
10/26/2018,Very bad game,,1
10/26/2018,Dam good,,5
10/26/2018,Nice game should download,,5
10/26/2018,I'd,,5
10/26/2018,This is best game everyone like this game.. so new player installed this game.. and enjoy,Manish Dalmia,5
10/26/2018,"I play this game and enjoy , I love it",mahdi mirzadeh,5
10/26/2018,Mast. Bolai to jhakass,Khushboo Jha,5
10/26/2018,This is fantastic game,Minakshi Nuhani,5
10/26/2018,Love,,5
10/26/2018,This game is a good we can create your own village,jothi vasagan,5
10/26/2018,No.1,Adi Maliyal,5
10/26/2018,It is amazing game,,5
10/26/2018,nothing that is all about,,5
10/26/2018,Great,Johnrenzeth Sotomayor,5
10/26/2018,Thanks,Lachhiram Umale,5
10/26/2018,Plese take it top 5,shyam chavan,5
10/26/2018,Love it,Jawad alhalabi,5
10/26/2018,"Ok so I spent ALL night trying to download this game because I saw an awesome advertisement for it. But guess what?! You need WIFI to play it!!!! And I don't have WIFI. It would be nice if in the game description it TOLD me I need WIFI. But no. It didn't. Because it makes the ads look cool so losers like me download it, thinking they can play am awesome game, but then have their total night ruined by the fact the game needs WiFi. So thank you, Clash of Clans for ruining perfectly fine night",Nick Werth,3
10/26/2018,Bad game,GREAT INDIAN CHANNEL,5
10/26/2018,Pk પીકીનઆ,,5
10/26/2018,Super,,5
10/26/2018,Join my clan future legends,jonathan rampersad,5
10/26/2018,I like this game. But the dark elixir is very less you earn.,,5
10/26/2018,Best game ever played,,5
10/26/2018,It is very good game it full enjoy to attack to others base so it is very beautiful game nothing to boring this game... This game is 1-12 levels.. So I like this game... I hope to ours to play this game or full enjoy more,,5
10/26/2018,Addiction,AKHIL TOM,4
10/26/2018,Super good time game,,5
10/26/2018,It is very nice game,,5
10/26/2018,awesome..,patrick revilla,4
10/26/2018,Because this game is very exsited,,5
10/26/2018,nice game,,5
10/26/2018,A short review,,5
10/26/2018,I think that this game is awsommmm. N now I reach th 10 eeeeeeee,Boishi Ashi,5
10/26/2018,Supper,Mithundaa1 Mithundaa1,5
10/26/2018,I like but update problum,Keshav Singh,3
10/26/2018,I LIKE THIS GAME,umakant thawari,5
10/26/2018,Vv interesting,,5
10/26/2018,Very nice,,5
10/26/2018,I suck it,new guy124,5
10/26/2018,Its k,Ramon Garcia,5
10/26/2018,Fun and addicting.,Tiffany Beard,5
10/26/2018,Yk,,5
10/26/2018,Best game in the world,,5
10/26/2018,Awesome time killer game,,5
10/26/2018,Nice game,,5
10/26/2018,This is awesome,asif khan,5
10/26/2018,Nice game but Adictive try only when you are above 18  #gttechnical765 i love this game but i think this is too adictive game,,1
10/26/2018,Super,,5
10/26/2018,Good,Dham Dupio,5
10/26/2018,IT VERY INTERESTED GAME,Jk Meena,5
10/26/2018,Coc is the best game i had ever seen,Zaid Shaikh,5
10/26/2018,Good,chirag yogi,5
10/26/2018,I like this game very much,Jaswinder Singh,5
10/26/2018,Addictive,,5
10/26/2018,The best,,5
10/26/2018,this game is the best which I played,,5
10/26/2018,I like this game very mutch.,Dr.Prabath Wanigasuriya,5
10/26/2018,Nice,,5
10/26/2018,B8E2XF USE THIS CODE TO GET 50 TOKEN ON MPL FAST HURRY UP EVERYONE JOIN MPL OFFICIAL,,4
10/26/2018,It Is a good game for time pass and not alse,Hazik Arif,5
10/26/2018,"Still no improvement, can't open the game, always said clash of clan has stopped, now this game is completely trashed...",Jayson Dela Cruz,1
10/26/2018,Sip,Mortar Utama,5
10/26/2018,Ossam game,Raju Roy,5
10/26/2018,I love this game,all round gammer,5
10/26/2018,You give gem in my account,,5
10/26/2018,Not fine,lebanon martin,1
10/26/2018,Ok,Josue noel Zulueta,4
10/26/2018,Love this game,DIGANTA KUMAR KALITA,5
10/26/2018,The game is very nice But please keep a limited offer To buy the gems with gold and elixr,VARA MUNTA,5
10/26/2018,I just like this game,,5
10/26/2018,I love this game very much,,5
10/26/2018,Very nice,,5
10/26/2018,Ni,,5
10/26/2018,Clash of clan is fantastic game in the world,,5
10/26/2018,Very good game,,5
10/26/2018,Good app,,5
10/26/2018,Gays don't download this game . U will be adopted means u will be playing all the times and u will not leave the game when u have exam also ..... thank you. ..,,1
10/26/2018,This is the best ever game in the entire world,,5
10/26/2018,This is the best ever game in the entire world,,5
10/26/2018,Mast,,5
10/26/2018,It was my favourite game in this series,deepak singh,5
10/26/2018,Game was unbelievable,Baibhav Kumar,5
10/26/2018,I'm Happy,,5
10/26/2018,Perfection,Singh Megha,5
10/26/2018,Best 👌👌👌👌👌👌👌👌👌👌👌👌👌👍👍👍👍👍👍👍👍,Anil Mehta,5
10/26/2018,Best for me,,5
10/26/2018,Good game I love it,Marwah Almaliki,5
10/26/2018,Nice game,,5
10/26/2018,ff,C.A gamer,5
10/26/2018,Adictable game,Prasantika P,5
10/26/2018,Nice game,Raj Bahubali,5
10/26/2018,Nice game I love it so much,Nikhil Bisht,5
10/26/2018,Very nice game very nice game of the world,Meena Suresh,4
10/26/2018,I LOVE THIS GAME,,5
10/26/2018,Masturba,ANIL KUMAR,5
10/26/2018,Fantastic,,5
10/26/2018,Nice,mayank bhati,4
10/26/2018,Mara loda jv game che chutiya loko game rame che,KHANDEKA GAUTAM,1
10/26/2018,Outstanding,,5
10/26/2018,Nice,Sujay Chalke,5
10/26/2018,Nice,,5
10/26/2018,Thanks,Kaif Ansari,5
10/26/2018,NICE GAME,pamcastillano javiergiljay01,5
10/26/2018,Speechless game👌👌😘😘,Priyanshu Sharma,5
10/26/2018,Wow nice,Plabon Pasha,5
10/26/2018,Nice,Rudra Jadhav,5
10/26/2018,Super,,5
10/26/2018,Faudu Game Hai,Black Master,5
10/26/2018,It disturb the mind,Rahul Yadav,1
10/26/2018,Good game,,5
10/26/2018,"Plz supercell ,this game upload in Windows store plz.I will rate 5 stars",TECH MASTER,1
10/26/2018,It is very intelligent 😎😉😂 game and very good game,,5
10/26/2018,I like this game,,5
10/26/2018,The game is the best at its level. But after this update I am not able to update as well as play the app,TANMAY CHAUDHARI,1
10/26/2018,Best battle game but I like pubg more than coc,,5
10/26/2018,I love this game is because the graphic and the troops when they running and this is my 1st favorite game ever Im just WOW 👍👍👍 and gice don't hate this game 5 star it please,,5
10/26/2018,Paravala,Duke Rafiq,5
10/26/2018,Clash of clans is best,,5
10/26/2018,Paravala,Duke Rafiq,5
10/26/2018,Clash of clans is best,,5
10/26/2018,Zaid,,5
10/26/2018,Outdated but still my fav,Jinmei Konyak,5
10/26/2018,Daksh,,5
10/26/2018,Cool game,,5
10/26/2018,I love it,,5
10/26/2018,Nice,saty910 Anand,5
10/26/2018,world's best game and I have never bored,N.D. Tarange,5
10/26/2018,Thik ha,Rakesh Gupta,5
10/26/2018,What,,5
10/26/2018,Its is best game in india 😎😎😎,,5
10/26/2018,It's amazing,,5
10/26/2018,Nice,,5
10/26/2018,Super,,5
10/26/2018,Nice gane for future amount handling But addict,Nithish K.S.,5
10/26/2018,Best game not than pubg,nanyampalli gowri brundavan,5
10/26/2018,Pego bgt sih nyari lawan gk muncul2. 10 mnt sekali gk bisa nyerang babi jgn ada coc lg nyari lawan gk muncul2,,5
10/26/2018,once u start game and playing further more and more then u will definately addicted with this game. It is just nothing like anything ! keep it up coc !!!!!,Sanket Kumbhar,5
10/26/2018,I just like to play coc (clash of clans)....wowww,,5
10/26/2018,It's Ossam,,5
10/26/2018,Very addictive,kathan Patel,1
10/26/2018,nice game play,,4
10/26/2018,nice spel,Nour Alessa,5
10/26/2018,Clash of clans is a boring game. Don't waste your Internet in downloading this game,Neelam Sinha,1
10/26/2018,I am lick this game,,5
10/26/2018,It is very interesting game,,5
10/26/2018,Goodgamr,,5
10/26/2018,Super game,,5
10/26/2018,lay now☺,,5
10/26/2018,Super game,,5
10/26/2018,Awsome but addictive,,5
10/26/2018,Thanks For This Game ♦️tanks,Nadiara Nadiara,5
10/26/2018,Super,Charlie Honey,4
10/26/2018,It is the best....i love it,,5
10/26/2018,Best game for would,,5
10/26/2018,Pagal,,5
10/26/2018,Good app,,5
10/26/2018,Super game,Venkatesh Venkatesh,5
10/26/2018,Superb,Sam Jo,5
10/26/2018,Nice,,5
10/26/2018,best game,Haji Musadaq Mayar,5
10/26/2018,I love clash of clans,,5
10/26/2018,I like it,,5
10/26/2018,it's jast wast our valuable time,Yeamin Biswas,1
10/26/2018,Good game,Jalaja Sajish,4
10/26/2018,Good,,5
10/26/2018,Mass,,5
10/26/2018,I like it,Vijay Kumar,5
10/26/2018,best game it is my life patner ........,Harry Gaming,5
10/26/2018,Worst game play,snehashish ghosh,1
10/26/2018,This is fantastic game,Poonam Thakur,5
10/26/2018,Super game,,5
10/26/2018,It's very good game,Vaishali mangutte,5
10/26/2018,Nice game,Shivam Tiwari,5
10/26/2018,Best online games,alwi adnan,5
10/26/2018,Shivansh,,5
10/26/2018,My fav game,,5
10/26/2018,Wow interesting game attracting game,,5
10/26/2018,It's awesome game but stil it need some improvements. However it is capable of holding all the 5 stars 😍😍,OoruNn bHomEe,5
10/26/2018,Download it now,Arvind Pimpalkar,5
10/26/2018,The best,Vinodthomas Thomas,5
10/26/2018,The grate a game,Santosh Basude,5
10/26/2018,Best,Navi Saini,5
10/26/2018,Nice game and good graphics,,5
10/26/2018,Tite,,3
10/26/2018,mxt hai... jai hind....,Harshit Joshi,5
10/26/2018,Very good,,4
10/26/2018,It's a game for attack and defend only. You should have few more events where we can earn gems.,Netra Bahadur,4
10/26/2018,Too good game .,mohammed bharmal,5
10/26/2018,This is very nice & interested game . I like it.,,5
10/26/2018,It's a very very good game 🎮 I love it I am in th 7 but its good,,5
10/26/2018,12 ka li,,5
10/26/2018,I am very glad from this nice game thanks super cell to give this game gift to everyone.,,5
10/26/2018,😘😘,Mohd Sameer,5
10/26/2018,Thanks,,4
10/26/2018,Best,,5
10/26/2018,Like Cartoon but good well,,5
10/26/2018,On,,5
10/26/2018,kkk,Abhinav Yaduwanshi,5
10/26/2018,Super,,5
10/26/2018,It's super game,,5
10/26/2018,I thing it is very good strategy game,shiboo rising star,5
10/26/2018,good game,Piquě Ghost,5
10/26/2018,Great time killer hehehe love it much,Junrel Duat,5
10/26/2018,"It's OK, but u have to invest time",Manish Takkar,5
10/26/2018,This is good game,Md.Roman Mallik,5
10/26/2018,Super game yar super,,5
10/26/2018,I am very enjoying I play this game,,5
10/26/2018,Gjb,,5
10/26/2018,Nice game it's my favourite game,,1
10/26/2018,Fantastic,,5
10/26/2018,The best strategy game of all time! The player switching option for clan war leagues isn't working!!! Please fix this issue!!! How will all players participate???,Qais Bhaisaheb,5
10/26/2018,Aditya Gupta,Rita Gupta,5
10/26/2018,Great game😆,Ayomide Balogun,5
10/26/2018,Nice update,,5
10/26/2018,If it could be offline it wold be better and the tings i hate is the loading it is very slow and if we do not keep connection we are out of the clan it happens to me twice,,5
10/26/2018,Only PUBG and PUBG,,1
10/26/2018,Nice,,5
10/26/2018,Super,The helper foundation,5
